dc:rights,Object/Work Record ID,dc:publisher,dc:type,dc:title,dc:subject,dc:creator,dc:description,Birth Date,Death Date,dc:source,dc:date,dc:date.earliest,dc:date.latest,dc:format,dc:format.extent,dc:subject.classification,dc:identifier.image,Object/Work Record ID,dc:coverage.spatial
,,Nature Lab,Shawl,"Golden orb (Nephila madagascariensis) filaments, handwoven in Madagascar",,"Nicholas Godley & Simon Peers",,"b. 1969, b. 1958",,"https://risdmuseum.org/exhibitions-events/exhibitions/art-and-design-spider-silk?utm_source=chatgpt.com",September 2009,,,,,,,,RISD Museum
