Copyright Statement,Object/Work Record ID,Department,Object/Work Type,Title Text,Styles/Periods Indexing Terms,Creator Identity,Display Biography,Birth Date,Death Date,Name Source,Creation Date,Earliest Date,Latest Date,Materials/Techniques Description,Dimensions Description,Classification Term,Image Source,Object/Work Record ID,Repository/Geographic Location
TRUE,"L03066",,Oil paint on canvas,DSchiffe im Dunklens,,Paul Klee,"1879–1940",1879,1940,https://www.wikidata.org/wiki/Q44007,1927,,,Oil paint on canvas,"support: 427 x 590 mm",,https://www.tate.org.uk/art/artworks/klee-ships-in-the-dark-l03066,,Tate Gallery UK
