title,dateIssued,namePart,typeOfResource,electronicResource,extent,agent,topic,geographic,relatedItem
Beekeeping for All,2015-10-01,"Heaf, Patricia Heaf, David Heaf",text,eBook/pdf,"approx. 200 pages","David Heaf & Patricia Heaf","Beekeeping, Warré hive, Apiculture, Warré hive methods, sustainable beekeeping",,L'Apiculture pour Tous (French original)
