Copyright Statement,Object/Work Record ID,Department,Object/Work Type,Title Text,Styles/Periods Indexing Terms,Creator Identity,Display Biography,Birth Date,Death Date,Name Source,Creation Date,Earliest Date,Latest Date,Materials/Techniques Description,Dimensions Description,Classification Term,Image Source,Object/Work Record ID,Repository/Geographic Location
TRUE,"1983.83",Asian and Mediterranean Art,architectural element,Decorative Frieze with Wolves Chasing Gazelles,"Byzantine period, Early",,,,,,"c.300-500 CE",,,Limestone,"actual: 27 x 66.5 cm (10 5/8 x 26 3/16 in.",Architectural Elements,https://harvardartmuseums.org/collections/object/287358,https://hvrd.art/o/287358,Harvard Art Museums
