Copyright Statement,Object/Work Record ID,Department                   ,Object/Work Type              ,Title Text                     ,Styles/Periods Indexing Terms,Creator Identity,Display Biography,Birth Date,Death Date,Name Source,Creation Date,Earliest Date,Latest Date,Materials/Techniques Description,Dimensions Description,Classification Term,Image Source                                                                             ,Object/Work Record ID,Repository/Geographic Location
TRUE,"1913,0619.43",Britain Europe and Prehistory,pilgrim-badge in form of flask,"Ampolla (?) pilgrim badge (?)",Medieval,,,,,,,400,1500,lead alloy,"Height: 1.20 inches",ampulla,https://www.britishmuseum.org/collection/object/H_1913-0619-43?selectedImageId=1614021365,,British Museum
