"objectID","isHighlight","accessionNumber","accessionYear","isPublicDomain","primaryImage","primaryImageSmall","additionalImages__-","constituents__constituentID","constituents__role","constituents__name","constituents__constituentULAN_URL","constituents__constituentWikidata_URL","constituents__gender","department","objectName","title","culture","period","dynasty","reign","portfolio","artistRole","artistPrefix","artistDisplayName","artistDisplayBio","artistSuffix","artistAlphaSort","artistNationality","artistBeginDate","artistEndDate","artistGender","artistWikidata_URL","artistULAN_URL","objectDate","objectBeginDate","objectEndDate","medium","dimensions","measurements","creditLine","geographyType","city","state","county","country","region","subregion","locale","locus","excavation","river","classification","rightsAndReproduction","linkResource","metadataDate","repository","objectURL","tags","objectWikidata_URL","isTimelineWork","GalleryNumber"
"658731","False","2015.655–.676","2015","True","https://images.metmuseum.org/CRDImages/es/original/DP-14385-088.jpg","https://images.metmuseum.org/CRDImages/es/web-large/DP-14385-088.jpg","https://images.metmuseum.org/CRDImages/es/original/SF2015_663_img2.jpg","163822","Designer","Designed by Augustus Welby Northmore Pugin","http://vocab.getty.edu/page/ulan/500008414","https://www.wikidata.org/wiki/Q313288","","European Sculpture and Decorative Arts","Panels","Archive collection of 22 panels from the Palace of Westminster","","","","","","Designer","Designed by","Augustus Welby Northmore Pugin","British, London 1812–1852 Ramsgate","","Pugin, Augustus Welby Northmore","British","1812","1852","","https://www.wikidata.org/wiki/Q313288","http://vocab.getty.edu/page/ulan/500008414","ca. 1845–59","1840","1859","Oak","See individual records","null","Purchase, The James Parker Charitable Foundation and Friends of European Sculpture and Decorative Arts Gifts, and funds from various donors, 2015","","","","","","","","","","","","Woodwork-Architectural","","","2025-01-31T04:54:36.6Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/658731","null","","False",""
