"objectID","isHighlight","accessionNumber","accessionYear","isPublicDomain","primaryImage","primaryImageSmall","additionalImages","constituents__constituentID","constituents__role","constituents__name","constituents__constituentULAN_URL","constituents__constituentWikidata_URL","constituents__gender","department","objectName","title","culture","period","dynasty","reign","portfolio","artistRole","artistPrefix","artistDisplayName","artistDisplayBio","artistSuffix","artistAlphaSort","artistNationality","artistBeginDate","artistEndDate","artistGender","artistWikidata_URL","artistULAN_URL","objectDate","objectBeginDate","objectEndDate","medium","dimensions","measurements__elementName","measurements__elementDescription","measurements__elementMeasurements__Height","measurements__elementMeasurements__Width","creditLine","geographyType","city","state","county","country","region","subregion","locale","locus","excavation","river","classification","rightsAndReproduction","linkResource","metadataDate","repository","objectURL","tags","objectWikidata_URL","isTimelineWork","GalleryNumber"
"17449","False","2002.232.1a–v","2002","True","https://images.metmuseum.org/CRDImages/ad/original/DP222425.jpg","https://images.metmuseum.org/CRDImages/ad/web-large/DP222425.jpg","https://images.metmuseum.org/CRDImages/ad/original/DP222427.jpg","4145","Artist","Henry E. Sharp","http://vocab.getty.edu/page/ulan/500356179","https://www.wikidata.org/wiki/Q5720654","","The American Wing","Stained glass window","Faith and Hope","American","","","","","Artist","","Henry E. Sharp","active ca. 1850–ca. 1897","","Sharp, Henry E.","American","1847","1897","","https://www.wikidata.org/wiki/Q5720654","http://vocab.getty.edu/page/ulan/500356179","1867–69","1867","1869","Stained glass","Approx. 204 x 78 in. (518.2 x 198.1 cm)","Other","null","518.161","198.1204","Gift of Packer Collegiate Institute Inc., 2002","Made in","New York","New York","","United States","Mid-Atlantic","","","","","","","","","2025-01-30T04:54:21.21Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/17449","null","https://www.wikidata.org/wiki/Q116325977","False","706"
"","","","","","","","https://images.metmuseum.org/CRDImages/ad/original/DP222428.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","https://images.metmuseum.org/CRDImages/ad/original/DP214424.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","https://images.metmuseum.org/CRDImages/ad/original/DP222426.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
